2,0,29,0,0, 10.50 ,F33,S,1
3,1,19,0,0, 8.16 ,,S,0
3,0,17,4,2, 7.93 ,,S,1
3,1,26,2,0, 8.66 ,,S,0
2,1,32,0,0, 10.50 ,,S,0
3,0,16,5,2, 46.90 ,,S,0
2,1,21,0,0, 73.50 ,,S,0
3,1,26,1,0, 14.45 ,,C,0
3,1,32,0,0, 56.50 ,,S,1
3,1,25,0,0, 7.65 ,F G73,S,0
3,1,,0,0, 7.90 ,,S,0
3,1,,0,0, 8.05 ,,S,0
2,1,0.83,0,2, 29.00 ,,S,1
3,0,30,0,0, 12.48 ,,S,1
3,1,22,0,0, 9.00 ,,S,0
3,1,29,0,0, 9.50 ,,S,1
3,0,,0,0, 7.79 ,,Q,1
1,1,28,0,0, 47.10 ,,S,0
2,0,17,0,0, 10.50 ,,S,1
3,0,33,3,0, 15.85 ,,S,1
3,1,16,1,3, 34.38 ,,S,0
3,1,,0,0, 8.05 ,,S,0
1,0,23,3,2, 263.00 ,C23 C25 C27,S,1
3,1,24,0,0, 8.05 ,,S,0
3,1,29,0,0, 8.05 ,,S,0
3,1,20,0,0, 7.85 ,,S,0
1,1,46,1,0, 61.18 ,E31,S,0
3,1,26,1,2, 20.58 ,,S,0
3,1,59,0,0, 7.25 ,,S,0
3,1,,0,0, 8.05 ,,S,0
1,1,71,0,0, 34.65 ,A5,C,0
1,1,23,0,1, 63.36 ,D10 D12,C,1
2,0,34,0,1, 23.00 ,,S,1
2,1,34,1,0, 26.00 ,,S,0
3,0,28,0,0, 7.90 ,,S,0
3,1,,0,0, 7.90 ,,S,0
1,1,21,0,1, 77.29 ,D26,S,0
3,1,33,0,0, 8.65 ,,S,0
3,1,37,2,0, 7.93 ,,S,0
3,1,28,0,0, 7.90 ,,S,0
3,0,21,0,0, 7.65 ,,S,1
3,1,,0,0, 7.78 ,,S,1
3,1,38,0,0, 7.90 ,,S,0
3,0,,1,0, 24.15 ,,Q,1
1,1,47,0,0, 52.00 ,C110,S,0
3,0,14.5,1,0, 14.45 ,,C,0
3,1,22,0,0, 8.05 ,,S,0
3,0,20,1,0, 9.83 ,,S,0
3,0,17,0,0, 14.46 ,,C,0
3,1,21,0,0, 7.93 ,,S,0
3,1,70.5,0,0, 7.75 ,,Q,0
2,1,29,1,0, 21.00 ,,S,0
1,1,24,0,1, 247.52 ,B58 B60,C,0
3,0,2,4,2, 31.28 ,,S,0
2,1,21,2,0, 73.50 ,,S,0
3,1,,0,0, 8.05 ,,S,0
2,1,32.5,1,0, 30.07 ,,C,0
2,0,32.5,0,0, 13.00 ,E101,S,1
1,1,54,0,1, 77.29 ,D26,S,0
3,1,12,1,0, 11.24 ,,C,1
3,1,,0,0, 7.75 ,,Q,0
3,1,24,0,0, 7.14 ,,S,1
3,0,,1,1, 22.36 ,F E69,C,1
3,1,45,0,0, 6.98 ,,S,0
3,1,33,0,0, 7.90 ,,C,0
3,1,20,0,0, 7.05 ,,S,0
3,0,47,1,0, 14.50 ,,S,0
2,0,29,1,0, 26.00 ,,S,1
2,1,25,0,0, 13.00 ,,S,0
2,1,23,0,0, 15.05 ,,C,0
1,0,19,0,2, 26.28 ,D47,S,1
1,1,37,1,0, 53.10 ,C123,S,0
3,1,16,0,0, 9.22 ,,S,0
1,1,24,0,0, 79.20 ,B86,C,0
3,0,,0,2, 15.25 ,,C,0
3,0,22,0,0, 7.75 ,,S,1
3,0,24,1,0, 15.85 ,,S,1
3,1,19,0,0, 6.75 ,,Q,0
2,1,18,0,0, 11.50 ,,S,0
2,1,19,1,1, 36.75 ,,S,0
3,1,27,0,0, 7.80 ,,S,1
3,0,9,2,2, 34.38 ,,S,0
2,1,36.5,0,2, 26.00 ,F2,S,0
2,1,42,0,0, 13.00 ,,S,0
2,1,51,0,0, 12.53 ,,S,0
1,0,22,1,0, 66.60 ,C2,S,1
3,1,55.5,0,0, 8.05 ,,S,0
3,1,40.5,0,2, 14.50 ,,S,0
3,1,,0,0, 7.31 ,,S,0
1,1,51,0,1, 61.38 ,,C,0
3,0,16,0,0, 7.73 ,,Q,1
3,1,30,0,0, 8.05 ,,S,0
3,1,,0,0, 8.66 ,,S,0
3,1,,8,2, 69.55 ,,S,0
3,1,44,0,1, 16.10 ,,S,0
2,0,40,0,0, 15.75 ,,S,1
3,1,26,0,0, 7.78 ,,S,0
3,1,17,0,0, 8.66 ,,S,0
3,1,1,4,1, 39.69 ,,S,0
3,1,9,0,2, 20.53 ,,S,1
1,0,,0,1, 55.00 ,E33,S,1
3,0,45,1,4, 27.90 ,,S,0
1,1,,0,0, 25.93 ,,S,0
3,1,28,0,0, 56.50 ,,S,0
1,1,61,0,0, 33.50 ,B19,S,0
3,1,4,4,1, 29.13 ,,Q,0
3,0,1,1,1, 11.13 ,,S,1
3,1,21,0,0, 7.93 ,,S,0
1,1,56,0,0, 30.70 ,A7,C,0
3,1,18,1,1, 7.85 ,,S,0
3,1,,3,1, 25.47 ,,S,0
1,0,50,0,0, 28.71 ,C49,C,0
2,1,30,0,0, 13.00 ,,S,0
3,1,36,0,0, -   ,,S,0
3,0,,8,2, 69.55 ,,S,0
2,1,,0,0, 15.05 ,,C,0
3,1,9,4,2, 31.39 ,,S,0
2,1,1,2,1, 39.00 ,F4,S,1
3,0,4,0,2, 22.03 ,,S,1
1,1,,0,0, 50.00 ,A32,S,0
3,0,,1,0, 15.50 ,,Q,1
1,1,45,0,0, 26.55 ,,S,1
3,1,40,1,1, 15.50 ,,Q,0
3,1,36,0,0, 7.90 ,,S,0
2,0,32,0,0, 13.00 ,,S,1
2,1,19,0,0, 13.00 ,,S,0
3,0,19,1,0, 7.85 ,,S,1
2,1,3,1,1, 26.00 ,F2,S,1
1,0,44,0,0, 27.72 ,B4,C,1
1,0,58,0,0, 146.52 ,B80,C,1
3,1,,0,0, 7.75 ,,Q,0
3,1,42,0,1, 8.40 ,,S,0
3,0,,0,0, 7.75 ,,Q,1
2,0,24,0,0, 13.00 ,,S,0
3,1,28,0,0, 9.50 ,,S,0
3,1,,8,2, 69.55 ,,S,0
3,1,34,0,0, 6.50 ,,S,0
3,1,45.5,0,0, 7.23 ,,C,0
3,1,18,0,0, 8.05 ,,S,1
3,0,2,0,1, 10.46 ,G6,S,0
3,1,32,1,0, 15.85 ,,S,0
3,1,26,0,0, 18.79 ,,C,1
3,0,16,0,0, 7.75 ,,Q,1
1,1,40,0,0, 31.00 ,A31,C,1
3,1,24,0,0, 7.05 ,,S,0
2,0,35,0,0, 21.00 ,,S,1
3,1,22,0,0, 7.25 ,,S,0
2,1,30,0,0, 13.00 ,,S,0
3,1,,1,0, 7.75 ,,Q,0
1,0,31,1,0, 113.28 ,D36,C,1
3,0,27,0,0, 7.93 ,,S,1
2,1,42,1,0, 27.00 ,,S,0
1,0,32,0,0, 76.29 ,D15,C,1
2,1,30,0,0, 10.50 ,,S,0
3,1,16,0,0, 8.05 ,,S,1
2,1,27,0,0, 13.00 ,,S,0
3,1,51,0,0, 8.05 ,,S,0
3,1,,0,0, 7.90 ,,S,0
1,1,38,1,0, 90.00 ,C93,S,1
3,1,22,0,0, 9.35 ,,S,0
2,1,19,0,0, 10.50 ,,S,1
3,1,20.5,0,0, 7.25 ,,S,0
2,1,18,0,0, 13.00 ,,S,0
3,0,,3,1, 25.47 ,,S,0
1,0,35,1,0, 83.48 ,C83,S,1
3,1,29,0,0, 7.78 ,,S,0
2,1,59,0,0, 13.50 ,,S,0
3,0,5,4,2, 31.39 ,,S,1
2,1,24,0,0, 10.50 ,,S,0
3,0,,0,0, 7.55 ,,S,0
2,1,44,1,0, 26.00 ,,S,0
2,0,8,0,2, 26.25 ,,S,1
2,1,19,0,0, 10.50 ,,S,0
2,1,33,0,0, 12.28 ,,S,0
3,0,,1,0, 14.45 ,,C,0
3,0,,1,0, 15.50 ,,Q,1
2,1,29,0,0, 10.50 ,,S,0
3,1,22,0,0, 7.13 ,,S,0
3,1,30,0,0, 7.23 ,,C,0
1,1,44,2,0, 90.00 ,C78,Q,0
3,0,25,0,0, 7.78 ,,S,0
2,0,24,0,2, 14.50 ,,S,1
1,1,37,1,1, 52.55 ,D35,S,1
2,1,54,1,0, 26.00 ,,S,0
3,1,,0,0, 7.25 ,,S,0
3,0,29,1,1, 10.46 ,G6,S,0
1,1,62,0,0, 26.55 ,C87,S,0
3,1,30,1,0, 16.10 ,,S,0
3,0,41,0,2, 20.21 ,,S,0
3,0,29,0,2, 15.25 ,,C,1
1,0,,0,0, 79.20 ,,C,1
1,0,30,0,0, 86.50 ,B77,S,1
1,0,35,0,0, 512.33 ,,C,1
2,0,50,0,1, 26.00 ,,S,1
3,1,,0,0, 7.75 ,,Q,0
3,1,3,4,2, 31.39 ,,S,1
1,1,52,1,1, 79.65 ,E67,S,0
1,1,40,0,0, -   ,B94,S,0
3,0,,0,0, 7.75 ,,Q,0
2,1,36,0,0, 10.50 ,,S,0
3,1,16,4,1, 39.69 ,,S,0
3,1,25,1,0, 7.78 ,,S,1
1,0,58,0,1, 153.46 ,C125,S,1
1,0,35,0,0, 135.63 ,C99,S,1
1,1,,0,0, 31.00 ,,S,0
3,1,25,0,0, -   ,,S,1
2,0,41,0,1, 19.50 ,,S,1
1,1,37,0,1, 29.70 ,C118,C,0
3,0,,0,0, 7.75 ,,Q,1
1,0,63,1,0, 77.96 ,D7,S,1
3,0,45,0,0, 7.75 ,,S,0
2,1,,0,0, -   ,,S,0
3,1,7,4,1, 29.13 ,,Q,0
3,0,35,1,1, 20.25 ,,S,1
3,1,65,0,0, 7.75 ,,Q,0
3,1,28,0,0, 7.85 ,,S,0
3,1,16,0,0, 9.50 ,,S,0
3,1,19,0,0, 8.05 ,,S,1
1,1,,0,0, 26.00 ,A19,S,0
3,1,33,0,0, 8.66 ,,C,0
3,1,30,0,0, 9.50 ,,S,1
3,1,22,0,0, 7.90 ,,S,0
2,1,42,0,0, 13.00 ,,S,1
3,0,22,0,0, 7.75 ,,Q,1
1,0,26,0,0, 78.85 ,,S,1
1,0,19,1,0, 91.08 ,B49,C,1
2,1,36,0,0, 12.88 ,D,C,0
3,0,24,0,0, 8.85 ,,S,0
3,1,24,0,0, 7.90 ,,S,0
1,1,,0,0, 27.72 ,,C,0
3,1,23.5,0,0, 7.23 ,,C,0
1,0,2,1,2, 151.55 ,C22 C26,S,0
1,1,,0,0, 30.50 ,C106,S,1
1,0,50,0,1, 247.52 ,B58 B60,C,1
3,0,,0,0, 7.75 ,,Q,1
3,1,,2,0, 23.25 ,,Q,1
3,1,19,0,0, -   ,,S,0
2,0,,0,0, 12.35 ,E101,Q,1
3,1,,0,0, 8.05 ,,S,0
1,1,0.92,1,2, 151.55 ,C22 C26,S,1
1,0,,0,0, 110.88 ,,C,1
1,0,17,1,0, 108.90 ,C65,C,1
2,1,30,1,0, 24.00 ,,C,0
1,0,30,0,0, 56.93 ,E36,C,1
1,0,24,0,0, 83.16 ,C54,C,1
1,0,18,2,2, 262.38 ,B57 B59 B63 B66,C,1
2,0,26,1,1, 26.00 ,,S,0
3,1,28,0,0, 7.90 ,,S,0
2,1,43,1,1, 26.25 ,,S,0
3,0,26,0,0, 7.85 ,,S,1
2,0,24,1,0, 26.00 ,,S,1
2,1,54,0,0, 14.00 ,,S,0
1,0,31,0,2, 164.87 ,C7,S,1
1,0,40,1,1, 134.50 ,E34,C,1
3,1,22,0,0, 7.25 ,,S,0
3,1,27,0,0, 7.90 ,,S,0
2,0,30,0,0, 12.35 ,,Q,1
2,0,22,1,1, 29.00 ,,S,1
3,1,,8,2, 69.55 ,,S,0
1,0,36,0,0, 135.63 ,C32,C,1
3,1,61,0,0, 6.24 ,,S,0
2,0,36,0,0, 13.00 ,D,S,1
3,0,31,1,1, 20.53 ,,S,1
1,0,16,0,1, 57.98 ,B18,C,1
3,0,,2,0, 23.25 ,,Q,1
1,1,45.5,0,0, 28.50 ,C124,S,0
1,1,38,0,1, 153.46 ,C91,S,0
3,1,16,2,0, 18.00 ,,S,0
1,0,,1,0, 133.65 ,,S,1
3,1,,0,0, 7.90 ,,S,0
1,1,29,1,0, 66.60 ,C2,S,0
1,0,41,0,0, 134.50 ,E40,C,1
3,1,45,0,0, 8.05 ,,S,1
1,1,45,0,0, 35.50 ,T,S,0
2,1,2,1,1, 26.00 ,F2,S,1
1,0,24,3,2, 263.00 ,C23 C25 C27,S,1
2,1,28,0,0, 13.00 ,,S,0
2,1,25,0,0, 13.00 ,,S,0
2,1,36,0,0, 13.00 ,,S,0
2,0,24,0,0, 13.00 ,F33,S,1
2,0,40,0,0, 13.00 ,,S,1
3,0,,1,0, 16.10 ,,S,1
3,1,3,1,1, 15.90 ,,S,1
3,1,42,0,0, 8.66 ,,S,0
3,1,23,0,0, 9.23 ,,S,0
1,1,,0,0, 35.00 ,C128,S,0
3,1,15,1,1, 7.23 ,,C,0
3,1,25,1,0, 17.80 ,,S,0
3,1,,0,0, 7.23 ,,C,0
3,1,28,0,0, 9.50 ,,S,0
1,0,22,0,1, 55.00 ,E33,S,1
2,0,38,0,0, 13.00 ,,S,0
3,0,,0,0, 7.88 ,,Q,1
3,0,,0,0, 7.88 ,,Q,1
3,1,40,1,4, 27.90 ,,S,0
2,1,29,1,0, 27.72 ,,C,0
3,0,45,0,1, 14.45 ,,C,0
3,1,35,0,0, 7.05 ,,S,0
3,1,,1,0, 15.50 ,,Q,0
3,1,30,0,0, 7.25 ,,S,0
1,0,60,1,0, 75.25 ,D37,C,1
3,0,,0,0, 7.23 ,,C,1
3,0,,0,0, 7.75 ,,Q,1
1,0,24,0,0, 69.30 ,B35,C,1
1,1,25,1,0, 55.44 ,E50,C,1
3,1,18,1,0, 6.50 ,,S,0
3,1,19,0,0, 8.05 ,,S,0
1,1,22,0,0, 135.63 ,,C,0
3,0,3,3,1, 21.08 ,,S,0
1,0,,1,0, 82.17 ,,C,1
3,0,22,0,0, 7.25 ,,S,1
1,1,27,0,2, 211.50 ,C82,C,0
3,1,20,0,0, 4.01 ,,C,0
3,1,19,0,0, 7.78 ,,S,0
1,0,42,0,0, 227.53 ,,C,1
3,0,1,0,2, 15.74 ,,C,1
3,1,32,0,0, 7.93 ,,S,0
1,0,35,1,0, 52.00 ,,S,1
3,1,,0,0, 7.90 ,,S,0
2,1,18,0,0, 73.50 ,,S,0
3,1,1,5,2, 46.90 ,,S,0
2,0,36,0,0, 13.00 ,,S,1
3,1,,0,0, 7.73 ,,Q,0
2,0,17,0,0, 12.00 ,,C,1
1,1,36,1,2, 120.00 ,B96 B98,S,1
3,1,21,0,0, 7.80 ,,S,1
3,1,28,2,0, 7.93 ,,S,0
1,0,23,1,0, 113.28 ,D36,C,1
3,0,24,0,2, 16.70 ,G6,S,1
3,1,22,0,0, 7.80 ,,S,0
3,0,31,0,0, 7.85 ,,S,0
2,1,46,0,0, 26.00 ,,S,0
2,1,23,0,0, 10.50 ,,S,0
2,0,28,0,0, 12.65 ,,S,1
3,1,39,0,0, 7.93 ,,S,1
3,1,26,0,0, 8.05 ,,S,0
3,0,21,1,0, 9.83 ,,S,0
3,1,28,1,0, 15.85 ,,S,0
3,0,20,0,0, 8.66 ,,S,0
2,1,34,1,0, 21.00 ,,S,0
3,1,51,0,0, 7.75 ,,S,0
2,1,3,1,1, 18.75 ,,S,1
3,1,21,0,0, 7.78 ,,S,0
3,0,,3,1, 25.47 ,,S,0
3,1,,0,0, 7.90 ,,S,0
3,1,,0,0, 6.86 ,,Q,0
1,0,33,1,0, 90.00 ,C78,Q,1
2,1,,0,0, -   ,,S,0
3,1,44,0,0, 7.93 ,,S,1
3,0,,0,0, 8.05 ,,S,0
2,0,34,1,1, 32.50 ,,S,1
2,0,18,0,2, 13.00 ,,S,1
2,1,30,0,0, 13.00 ,,S,0
3,0,10,0,2, 24.15 ,,S,0
3,1,,0,0, 7.90 ,,C,0
3,1,21,0,0, 7.73 ,,Q,0
3,1,29,0,0, 7.88 ,,S,0
3,0,28,1,1, 14.40 ,,S,0
3,1,18,1,1, 20.21 ,,S,0
3,1,,0,0, 7.25 ,,S,0
2,0,28,1,0, 26.00 ,,S,1
2,0,19,0,0, 26.00 ,,S,1
3,1,,0,0, 7.75 ,,Q,0
3,1,32,0,0, 8.05 ,E10,S,1
1,1,28,0,0, 26.55 ,C52,S,1
3,0,,1,0, 16.10 ,,S,1
2,0,42,1,0, 26.00 ,,S,1
3,1,17,0,0, 7.13 ,,S,0
1,1,50,1,0, 55.90 ,E44,S,0
1,0,14,1,2, 120.00 ,B96 B98,S,1
3,0,21,2,2, 34.38 ,,S,0
2,0,24,2,3, 18.75 ,,S,1
1,1,64,1,4, 263.00 ,C23 C25 C27,S,0
2,1,31,0,0, 10.50 ,,S,0
2,0,45,1,1, 26.25 ,,S,1
3,1,20,0,0, 9.50 ,,S,0
3,1,25,1,0, 7.78 ,,S,0
2,0,28,0,0, 13.00 ,,S,1
3,1,,0,0, 8.11 ,,S,1
1,1,4,0,2, 81.86 ,A34,S,1
2,0,13,0,1, 19.50 ,,S,1
1,1,34,0,0, 26.55 ,,S,1
3,0,5,2,1, 19.26 ,,C,1
1,1,52,0,0, 30.50 ,C104,S,1
2,1,36,1,2, 27.75 ,,S,0
3,1,,1,0, 19.97 ,,S,0
1,1,30,0,0, 27.75 ,C111,C,0
1,1,49,1,0, 89.10 ,C92,C,1
3,1,,0,0, 8.05 ,,S,0
3,1,29,0,0, 7.90 ,,C,1
1,1,65,0,0, 26.55 ,E38,S,0
1,0,,1,0, 51.86 ,D21,S,1
2,0,50,0,0, 10.50 ,,S,1
3,1,,0,0, 7.75 ,,Q,0
1,1,48,0,0, 26.55 ,E12,S,1
3,1,34,0,0, 8.05 ,,S,0
1,1,47,0,0, 38.50 ,E63,S,0
2,1,48,0,0, 13.00 ,,S,0
3,1,,0,0, 8.05 ,,S,0
3,1,38,0,0, 7.05 ,,S,0
2,1,,0,0, -   ,,S,0
1,1,56,0,0, 26.55 ,,S,0
3,1,,0,0, 7.73 ,,Q,0
3,0,0.75,2,1, 19.26 ,,C,1
3,1,,0,0, 7.25 ,,S,0
3,1,38,0,0, 8.66 ,,S,0
2,0,33,1,2, 27.75 ,,S,1
2,0,23,0,0, 13.79 ,D,C,1
3,0,22,0,0, 9.84 ,,S,0
1,1,,0,0, 52.00 ,A14,S,0
2,1,34,1,0, 21.00 ,,S,0
3,1,29,1,0, 7.05 ,,S,0
3,1,22,0,0, 7.52 ,,S,0
3,0,2,0,1, 12.29 ,,S,1
3,1,9,5,2, 46.90 ,,S,0
2,1,,0,0, -   ,,S,0
3,1,50,0,0, 8.05 ,,S,0
3,0,63,0,0, 9.59 ,,S,1
1,1,25,1,0, 91.08 ,B49,C,1
3,0,,3,1, 25.47 ,,S,0
1,0,35,1,0, 90.00 ,C93,S,1
1,1,58,0,0, 29.70 ,B37,C,0
3,1,30,0,0, 8.05 ,,S,0
3,1,9,1,1, 15.90 ,,S,1
3,1,,1,0, 19.97 ,,S,0
3,1,21,0,0, 7.25 ,,S,0
1,1,55,0,0, 30.50 ,C30,S,0
1,1,71,0,0, 49.50 ,,C,0
3,1,21,0,0, 8.05 ,,S,0
3,1,,0,0, 14.46 ,,C,0
1,0,54,1,0, 78.27 ,D20,C,1
3,1,,0,0, 15.10 ,,S,0
1,0,25,1,2, 151.55 ,C22 C26,S,0
3,1,24,0,0, 7.80 ,,S,0
3,1,17,0,0, 8.66 ,,S,0
3,0,21,0,0, 7.75 ,,Q,0
3,0,,0,0, 7.63 ,,Q,0
3,0,37,0,0, 9.59 ,,S,0
1,0,16,0,0, 86.50 ,B79,S,1
1,1,18,1,0, 108.90 ,C65,C,0
2,0,33,0,2, 26.00 ,,S,1
1,1,,0,0, 26.55 ,,S,1
3,1,28,0,0, 22.53 ,,S,0
3,1,26,0,0, 56.50 ,,S,1
3,1,29,0,0, 7.75 ,,Q,1
3,1,,0,0, 8.05 ,,S,0
1,1,36,0,0, 26.29 ,E25,S,1
1,0,54,1,0, 59.40 ,,C,1
3,1,24,0,0, 7.50 ,,S,0
1,1,47,0,0, 34.02 ,D46,S,0
2,0,34,0,0, 10.50 ,F33,S,1
3,1,,0,0, 24.15 ,,Q,0
2,0,36,1,0, 26.00 ,,S,1
3,1,32,0,0, 7.90 ,,S,0
1,0,30,0,0, 93.50 ,B73,S,1
3,1,22,0,0, 7.90 ,,S,0
3,1,,0,0, 7.23 ,,C,0
1,0,44,0,1, 57.98 ,B18,C,1
3,1,,0,0, 7.23 ,,C,0
3,1,40.5,0,0, 7.75 ,,Q,0
2,0,50,0,0, 10.50 ,,S,1
1,1,,0,0, 221.78 ,C95,S,0
3,1,39,0,0, 7.93 ,,S,0
2,1,23,2,1, 11.50 ,,S,0
2,0,2,1,1, 26.00 ,,S,1
3,1,,0,0, 7.23 ,,C,0
3,1,17,1,1, 7.23 ,,C,0
3,0,,0,2, 22.36 ,,C,1
3,0,30,0,0, 8.66 ,,S,0
2,0,7,0,2, 26.25 ,,S,1
1,1,45,0,0, 26.55 ,B38,S,0
1,0,30,0,0, 106.43 ,,C,1
3,1,,0,0, 14.50 ,,S,0
1,0,22,0,2, 49.50 ,B39,C,1
1,0,36,0,2, 71.00 ,B22,S,1
3,0,9,4,2, 31.28 ,,S,0
3,0,11,4,2, 31.28 ,,S,0
2,1,32,1,0, 26.00 ,,S,1
1,1,50,1,0, 106.43 ,C86,C,0
1,1,64,0,0, 26.00 ,,S,0
2,0,19,1,0, 26.00 ,,S,1
2,1,,0,0, 13.86 ,,C,1
3,1,33,1,1, 20.53 ,,S,0
2,1,8,1,1, 36.75 ,,S,1
1,1,17,0,2, 110.88 ,C70,C,1
2,1,27,0,0, 26.00 ,,S,0
3,1,,0,0, 7.83 ,,Q,0
3,1,22,0,0, 7.23 ,,C,1
3,0,22,0,0, 7.78 ,,S,1
1,1,62,0,0, 26.55 ,,S,0
1,0,48,1,0, 39.60 ,A16,C,1
1,1,,0,0, 227.53 ,,C,0
1,0,39,1,1, 79.65 ,E67,S,1
3,0,36,1,0, 17.40 ,,S,1
3,1,,0,0, 7.75 ,,Q,0
3,1,40,0,0, 7.90 ,,S,0
2,1,28,0,0, 13.50 ,,S,0
3,1,,0,0, 8.05 ,,S,0
3,0,,0,0, 8.05 ,,S,0
3,1,24,2,0, 24.15 ,,S,0
3,1,19,0,0, 7.90 ,,S,0
3,0,29,0,4, 21.08 ,,S,0
3,1,,0,0, 7.23 ,,C,0
3,1,32,0,0, 7.85 ,,S,1
2,1,62,0,0, 10.50 ,,S,1
1,0,53,2,0, 51.48 ,C101,S,1
1,1,36,0,0, 26.39 ,E25,S,1
3,0,,0,0, 7.75 ,,Q,1
3,1,16,0,0, 8.05 ,,S,0
3,1,19,0,0, 14.50 ,,S,0
2,0,34,0,0, 13.00 ,,S,1
1,0,39,1,0, 55.90 ,E44,S,1
3,0,,1,0, 14.46 ,,C,0
3,1,32,0,0, 7.93 ,,S,1
2,0,25,1,1, 30.00 ,,S,1
1,0,39,1,1, 110.88 ,C68,C,1
2,1,54,0,0, 26.00 ,,S,0
1,1,36,0,0, 40.13 ,A10,C,0
3,1,,0,0, 8.71 ,,C,0
1,0,18,0,2, 79.65 ,E68,S,1
2,1,47,0,0, 15.00 ,,S,0
1,1,60,1,1, 79.20 ,B41,C,1
3,1,22,0,0, 8.05 ,,S,0
3,1,,0,0, 8.05 ,,S,0
3,1,35,0,0, 7.13 ,,S,0
1,0,52,1,0, 78.27 ,D20,C,1
3,1,47,0,0, 7.25 ,,S,0
3,0,,0,2, 7.75 ,,Q,0
2,1,37,1,0, 26.00 ,,S,0
3,1,36,1,1, 24.15 ,,S,0
2,0,,0,0, 33.00 ,,S,1
3,1,49,0,0, -   ,,S,0
3,1,,0,0, 7.23 ,,C,0
1,1,49,1,0, 56.93 ,A20,C,1
2,0,24,2,1, 27.00 ,,S,1
3,1,,0,0, 7.90 ,,S,0
1,1,,0,0, 42.40 ,,S,0
3,1,44,0,0, 8.05 ,,S,0
1,1,35,0,0, 26.55 ,,C,1
3,1,36,1,0, 15.55 ,,S,0
3,1,30,0,0, 7.90 ,,S,0
1,1,27,0,0, 30.50 ,,S,1
2,0,22,1,2, 41.58 ,,C,1
1,0,40,0,0, 153.46 ,C125,S,1
3,0,39,1,5, 31.28 ,,S,0
3,1,,0,0, 7.05 ,,S,0
3,0,,1,0, 15.50 ,,Q,1
3,1,,0,0, 7.75 ,,Q,0
3,1,35,0,0, 8.05 ,,S,0
2,0,24,1,2, 65.00 ,,S,1
3,1,34,1,1, 14.40 ,,S,0
3,0,26,1,0, 16.10 ,,S,0
2,0,4,2,1, 39.00 ,F4,S,1
2,1,26,0,0, 10.50 ,,S,0
3,1,27,1,0, 14.45 ,,C,0
1,1,42,1,0, 52.55 ,D19,S,1
3,1,20,1,1, 15.74 ,,C,1
3,1,21,0,0, 7.85 ,,S,0
3,1,21,0,0, 16.10 ,,S,0
1,1,61,0,0, 32.32 ,D50,S,0
2,1,57,0,0, 12.35 ,,Q,0
